Country Code,Economy,Income Group,Year,Latitude (generated),Longitude (generated)
PYF,French Polynesia,High income (H),Fiscal Year 1997,-17.529,-149.53
PRT,Portugal,High income (H),Fiscal Year 1997,40.957,-7.9373
NZL,New Zealand,High income (H),Fiscal Year 1997,-42.558,172.377
NOR,Norway,High income (H),Fiscal Year 1997,61.3701,9.3031
NLD,Netherlands,High income (H),Fiscal Year 1997,52.1704,5.0102
NCL,New Caledonia,High income (H),Fiscal Year 1997,-21.02,165.062
MNP,Northern Mariana Islands,High income (H),Fiscal Year 1997,15.1905,145.7471
MCO,Monaco,High income (H),Fiscal Year 1997,43.7384,7.4243
MAC,"Macao SAR, China",High income (H),Fiscal Year 1997,22.1404,113.5643
LUX,Luxembourg,High income (H),Fiscal Year 1997,49.671,6.113
LIE,Liechtenstein,High income (H),Fiscal Year 1997,47.1593,9.547
KWT,Kuwait,High income (H),Fiscal Year 1997,29.3169,47.4272
KOR,"Korea, Rep.",High income (H),Fiscal Year 1997,36.338,128.16
JPN,Japan,High income (H),Fiscal Year 1997,35.962,137.855
ITA,Italy,High income (H),Fiscal Year 1997,44.3713,11.1084
ISR,Israel,High income (H),Fiscal Year 1997,30.992,34.834
ISL,Iceland,High income (H),Fiscal Year 1997,64.826,-18.417
IRL,Ireland,High income (H),Fiscal Year 1997,53.214,-7.588
HKG,"Hong Kong SAR, China",High income (H),Fiscal Year 1997,22.4114,114.0599
GUM,Guam,High income (H),Fiscal Year 1997,13.45,144.7579
GRL,Greenland,High income (H),Fiscal Year 1997,71,-39
GBR,United Kingdom,High income (H),Fiscal Year 1997,52.289,-1.259
FRO,Faeroe Islands,High income (H),Fiscal Year 1997,62.1252,-7.0174
FRA,France,High income (H),Fiscal Year 1997,46.656,2.543
FIN,Finland,High income (H),Fiscal Year 1997,62.716,26.192
ESP,Spain,High income (H),Fiscal Year 1997,40.617,-3.388
DNK,Denmark,High income (H),Fiscal Year 1997,56.113,9.096
DEU,Germany,High income (H),Fiscal Year 1997,51.3819,9.9877
CYP,Cyprus,High income (H),Fiscal Year 1997,34.894,32.928
CYM,Cayman Islands,High income (H),Fiscal Year 1997,19.3299,-81.1715
CHI,Channel Islands,High income (H),Fiscal Year 1997,,
CHE,Switzerland,High income (H),Fiscal Year 1997,46.7794,8.0329
CAN,Canada,High income (H),Fiscal Year 1997,59.2067,-111.1937
BRN,Brunei Darussalam,High income (H),Fiscal Year 1997,4.452,114.557
BMU,Bermuda,High income (H),Fiscal Year 1997,32.3019,-64.7737
BHS,"Bahamas, The",High income (H),Fiscal Year 1997,24.7032,-78.0455
BEL,Belgium,High income (H),Fiscal Year 1997,50.6745,4.4588
AUT,Austria,High income (H),Fiscal Year 1997,47.65,14.705
AUS,Australia,High income (H),Fiscal Year 1997,-24.578,133.582
ARE,United Arab Emirates,High income (H),Fiscal Year 1997,23.9299,53.9031
AND,Andorra,High income (H),Fiscal Year 1997,42.5425,1.5893
ABW,Aruba,High income (H),Fiscal Year 1997,12.5176,-69.9818
ZWE,Zimbabwe,Low income (L),Fiscal Year 1997,-19.098,30.047
ZMB,Zambia,Low income (L),Fiscal Year 1997,-15.13,25.268
YEM,"Yemen, Rep.",Low income (L),Fiscal Year 1997,15.569,47.793
VNM,Vietnam,Low income (L),Fiscal Year 1997,21.75,105.373
UGA,Uganda,Low income (L),Fiscal Year 1997,1.9392,32.7415
TZA,Tanzania,Low income (L),Fiscal Year 1997,-5.651,34.146
TJK,Tajikistan,Low income (L),Fiscal Year 1997,38.367,72.597
TGO,Togo,Low income (L),Fiscal Year 1997,7.7,1.106
TCD,Chad,Low income (L),Fiscal Year 1997,15.981,18.781
STP,São Tomé and Principe,Low income (L),Fiscal Year 1997,0.216,6.595
SOM,Somalia,Low income (L),Fiscal Year 1997,2.875,43.446
SLE,Sierra Leone,Low income (L),Fiscal Year 1997,8.677,-11.779
SEN,Senegal,Low income (L),Fiscal Year 1997,15.044,-15.081
SDN,Sudan,Low income (L),Fiscal Year 1997,15.739,29.533
RWA,Rwanda,Low income (L),Fiscal Year 1997,-1.887,29.904
PAK,Pakistan,Low income (L),Fiscal Year 1997,28.1854,66.6429
NPL,Nepal,Low income (L),Fiscal Year 1997,28.2114,83.5608
NIC,Nicaragua,Low income (L),Fiscal Year 1997,12.692,-85.03
NGA,Nigeria,Low income (L),Fiscal Year 1997,9.3417,7.678
NER,Niger,Low income (L),Fiscal Year 1997,16.996,9.915
MWI,Malawi,Low income (L),Fiscal Year 1997,-13.2731,33.7428
MRT,Mauritania,Low income (L),Fiscal Year 1997,19.413,-10.6528
MOZ,Mozambique,Low income (L),Fiscal Year 1997,-13.852,38.042
MNG,Mongolia,Low income (L),Fiscal Year 1997,46.516,102.564
MMR,Myanmar,Low income (L),Fiscal Year 1997,21.841,96.05
MLI,Mali,Low income (L),Fiscal Year 1997,18.211,-2.209
MDG,Madagascar,Low income (L),Fiscal Year 1997,-19.615,46.645
LKA,Sri Lanka,Low income (L),Fiscal Year 1997,7.3,80.727
LBR,Liberia,Low income (L),Fiscal Year 1997,6.51,-9.33
LAO,Lao PDR,Low income (L),Fiscal Year 1997,19.595,102.538
KHM,Cambodia,Low income (L),Fiscal Year 1997,12.69,104.444
KGZ,Kyrgyz Republic,Low income (L),Fiscal Year 1997,41.741,75.043
KEN,Kenya,Low income (L),Fiscal Year 1997,0.806,38.166
IND,India,Low income (L),Fiscal Year 1997,22.741,78.236
HTI,Haiti,Low income (L),Fiscal Year 1997,19.3175,-72.4205
HND,Honduras,Low income (L),Fiscal Year 1997,14.881,-87.123
GUY,Guyana,Low income (L),Fiscal Year 1997,5.17,-58.939
GNQ,Equatorial Guinea,Low income (L),Fiscal Year 1997,1.6342,10.4695
GNB,Guinea-Bissau,Low income (L),Fiscal Year 1997,12.191,-14.475
GMB,"Gambia, The",Low income (L),Fiscal Year 1997,13.499,-14.641
GIN,Guinea,Low income (L),Fiscal Year 1997,10.599,-10.907
GHA,Ghana,Low income (L),Fiscal Year 1997,7.258,-1.062
GEO,Georgia,Low income (L),Fiscal Year 1997,42.05,43.576
ETH,Ethiopia,Low income (L),Fiscal Year 1997,8.435,38.786
ERI,Eritrea,Low income (L),Fiscal Year 1997,15.982,38.02
COM,Comoros,Low income (L),Fiscal Year 1997,-11.6527,43.3307
COG,"Congo, Rep.",Low income (L),Fiscal Year 1997,0.509,16.08
COD,"Congo, Dem. Rep.",Low income (L),Fiscal Year 1997,-1.418,23.607
CMR,Cameroon,Low income (L),Fiscal Year 1997,4.4,12.131
CIV,Côte d'Ivoire,Low income (L),Fiscal Year 1997,7.497,-5.336
CHN,China,Low income (L),Fiscal Year 1997,35.1753,99.3877
CAF,Central African Republic,Low income (L),Fiscal Year 1997,7.043,21.424
BTN,Bhutan,Low income (L),Fiscal Year 1997,27.5342,90.3002
BIH,Bosnia and Herzegovina,Low income (L),Fiscal Year 1997,44.342,17.804
BGD,Bangladesh,Low income (L),Fiscal Year 1997,24.598,90.1963
BFA,Burkina Faso,Low income (L),Fiscal Year 1997,12.673,-1.226
BEN,Benin,Low income (L),Fiscal Year 1997,10.478,2.274
BDI,Burundi,Low income (L),Fiscal Year 1997,-3.333,29.749
AZE,Azerbaijan,Low income (L),Fiscal Year 1997,40.46,47.883
ARM,Armenia,Low income (L),Fiscal Year 1997,40.56,44.449
ALB,Albania,Low income (L),Fiscal Year 1997,40.654,20.076
AGO,Angola,Low income (L),Fiscal Year 1997,-12.836,17.808
AFG,Afghanistan,Low income (L),Fiscal Year 1997,34.023,65.5267
XKX,Kosovo,NA,Fiscal Year 1998,42.546,20.921
VGB,British Virgin Islands,NA,Fiscal Year 1998,18.4204,-64.64
TUV,Tuvalu,NA,Fiscal Year 1998,-7.4786,178.6758
TLS,Timor-Leste,NA,Fiscal Year 1998,-8.856,125.556
TCA,Turks and Caicos Islands,NA,Fiscal Year 1998,21.7779,-71.7592
SXM,Sint Maarten (Dutch part),NA,Fiscal Year 1998,18.034,-63.0544
SSD,South Sudan,NA,Fiscal Year 1998,7.1,30.48
SRB,Serbia,NA,Fiscal Year 1998,44.021,20.699
SMR,San Marino,NA,Fiscal Year 1998,43.942,12.4611
NRU,Nauru,NA,Fiscal Year 1998,-0.5287,166.9315
MNE,Montenegro,NA,Fiscal Year 1998,42.857,19.096
MAF,St. Martin (French part),NA,Fiscal Year 1998,18.0848,-63.0507
GIB,Gibraltar,NA,Fiscal Year 1998,36.134,-5.3482
CUW,Curaçao,NA,Fiscal Year 1998,12.2129,-69.0407
ZAF,South Africa,Upper middle income (UM),Fiscal Year 1998,-31.7,23.441
URY,Uruguay,Upper middle income (UM),Fiscal Year 1998,-32.948,-56.249
TTO,Trinidad and Tobago,Upper middle income (UM),Fiscal Year 1998,10.4435,-61.2604
SYC,Seychelles,Upper middle income (UM),Fiscal Year 1998,-4.6841,55.4924
SVN,Slovenia,Upper middle income (UM),Fiscal Year 1998,46.037,14.534
SVK,Slovak Republic,Upper middle income (UM),Fiscal Year 1998,48.8595,19.4434
SAU,Saudi Arabia,Upper middle income (UM),Fiscal Year 1998,24.191,44.32
PRI,Puerto Rico,Upper middle income (UM),Fiscal Year 1998,18.242,-66.643
POL,Poland,Upper middle income (UM),Fiscal Year 1998,52.442,19.72
PLW,Palau,Upper middle income (UM),Fiscal Year 1998,7.5288,134.5573
OMN,Oman,Upper middle income (UM),Fiscal Year 1998,19.85,56.25
MYS,Malaysia,Upper middle income (UM),Fiscal Year 1998,4.416,102.099
MUS,Mauritius,Upper middle income (UM),Fiscal Year 1998,-20.2529,57.5902
MLT,Malta,Upper middle income (UM),Fiscal Year 1998,35.9024,14.4137
MEX,Mexico,Upper middle income (UM),Fiscal Year 1998,22.925,-101.68
LCA,St. Lucia,Upper middle income (UM),Fiscal Year 1998,13.909,-60.9776
LBY,Libya,Upper middle income (UM),Fiscal Year 1998,27.24,17.571
KNA,St. Kitts and Nevis,Upper middle income (UM),Fiscal Year 1998,17.147,-62.58
IMN,Isle of Man,Upper middle income (UM),Fiscal Year 1998,54.2362,-4.5149
HUN,Hungary,Upper middle income (UM),Fiscal Year 1998,47.174,19.618
HRV,Croatia,Upper middle income (UM),Fiscal Year 1998,45.754,16.385
GAB,Gabon,Upper middle income (UM),Fiscal Year 1998,-0.406,11.914
CZE,Czech Republic,Upper middle income (UM),Fiscal Year 1998,49.848,15.2812
CHL,Chile,Upper middle income (UM),Fiscal Year 1998,-23.176,-69.201
BRB,Barbados,Upper middle income (UM),Fiscal Year 1998,13.1898,-59.559
BRA,Brazil,Upper middle income (UM),Fiscal Year 1998,-11.694,-48.978
BHR,Bahrain,Upper middle income (UM),Fiscal Year 1998,26.025,50.5534
ATG,Antigua and Barbuda,Upper middle income (UM),Fiscal Year 1998,17.625,-61.786
ASM,American Samoa,Upper middle income (UM),Fiscal Year 1998,-14.3018,-170.7511
ARG,Argentina,Upper middle income (UM),Fiscal Year 1998,-33.166,-64.31
WSM,Samoa,Lower middle income (LM),Fiscal Year 1998,-13.6221,-172.439
VUT,Vanuatu,Lower middle income (LM),Fiscal Year 1998,-15.339,166.89
VEN,"Venezuela, RB",Lower middle income (LM),Fiscal Year 1998,6.983,-64.588
VCT,St. Vincent and the Grenadines,Lower middle income (LM),Fiscal Year 1998,13.2528,-61.1949
UZB,Uzbekistan,Lower middle income (LM),Fiscal Year 1998,41.757,63.958
UKR,Ukraine,Lower middle income (LM),Fiscal Year 1998,49.364,32.132
TUR,Turkey,Lower middle income (LM),Fiscal Year 1998,39.144,34.188
TUN,Tunisia,Lower middle income (LM),Fiscal Year 1998,35.594,9.421
TON,Tonga,Lower middle income (LM),Fiscal Year 1998,-21.167,-175.19
TKM,Turkmenistan,Lower middle income (LM),Fiscal Year 1998,39.584,59.597
THA,Thailand,Lower middle income (LM),Fiscal Year 1998,15.688,100.845
SYR,Syrian Arab Republic,Lower middle income (LM),Fiscal Year 1998,35.303,38.322
SWZ,Eswatini,Lower middle income (LM),Fiscal Year 1998,-26.5203,31.4607
SUR,Suriname,Lower middle income (LM),Fiscal Year 1998,4.248,-55.848
SLV,El Salvador,Lower middle income (LM),Fiscal Year 1998,13.848,-89.229
SLB,Solomon Islands,Lower middle income (LM),Fiscal Year 1998,-9.5987,160.1487
RUS,Russian Federation,Lower middle income (LM),Fiscal Year 1998,64.736,104.062
ROU,Romania,Lower middle income (LM),Fiscal Year 1998,45.933,25.119
PSE,West Bank and Gaza,Lower middle income (LM),Fiscal Year 1998,32.097,35.26
PRY,Paraguay,Lower middle income (LM),Fiscal Year 1998,-23.266,-58.409
PRK,"Korea, Dem. Rep.",Lower middle income (LM),Fiscal Year 1998,39.767,126.389
PNG,Papua New Guinea,Lower middle income (LM),Fiscal Year 1998,-5.636,142.798
PHL,Philippines,Lower middle income (LM),Fiscal Year 1998,17.181,121.256
PER,Peru,Lower middle income (LM),Fiscal Year 1998,-12.664,-72.98
PAN,Panama,Lower middle income (LM),Fiscal Year 1998,8.348,-81.005
NAM,Namibia,Lower middle income (LM),Fiscal Year 1998,-21.276,17.219
MKD,North Macedonia,Lower middle income (LM),Fiscal Year 1998,41.636,21.676
MHL,Marshall Islands,Lower middle income (LM),Fiscal Year 1998,5.961,169.651
MDV,Maldives,Lower middle income (LM),Fiscal Year 1998,4.221,73.463
MAR,Morocco,Lower middle income (LM),Fiscal Year 1998,31.129,-7.355
LVA,Latvia,Lower middle income (LM),Fiscal Year 1998,57.017,25.0173
LTU,Lithuania,Lower middle income (LM),Fiscal Year 1998,55.342,24.23
LBN,Lebanon,Lower middle income (LM),Fiscal Year 1998,34.161,36.021
KIR,Kiribati,Lower middle income (LM),Fiscal Year 1998,2.048,-158.59
KAZ,Kazakhstan,Lower middle income (LM),Fiscal Year 1998,48.866,69.772
JOR,Jordan,Lower middle income (LM),Fiscal Year 1998,30.681,36.279
JAM,Jamaica,Lower middle income (LM),Fiscal Year 1998,18.163,-77.477
IRQ,Iraq,Lower middle income (LM),Fiscal Year 1998,33.545,43.278
IRN,"Iran, Islamic Rep.",Lower middle income (LM),Fiscal Year 1998,33.408,54.0418
IDN,Indonesia,Lower middle income (LM),Fiscal Year 1998,-0.739,114.045
GTM,Guatemala,Lower middle income (LM),Fiscal Year 1998,15.124,-90.711
GRD,Grenada,Lower middle income (LM),Fiscal Year 1998,12.111,-61.6867
GEO,Georgia,Lower middle income (LM),Fiscal Year 1998,42.05,43.576
FSM,"Micronesia, Fed. Sts.",Lower middle income (LM),Fiscal Year 1998,7.531,150.457
FJI,Fiji,Lower middle income (LM),Fiscal Year 1998,-17.7941,177.9783
EST,Estonia,Lower middle income (LM),Fiscal Year 1998,58.777,25.977
EGY,"Egypt, Arab Rep.",Lower middle income (LM),Fiscal Year 1998,26.16,28.742
ECU,Ecuador,Lower middle income (LM),Fiscal Year 1998,-1.151,-78.308
DZA,Algeria,Lower middle income (LM),Fiscal Year 1998,28.6045,2.64
DOM,Dominican Republic,Lower middle income (LM),Fiscal Year 1998,19.01,-70.1685
DMA,Dominica,Lower middle income (LM),Fiscal Year 1998,15.4238,-61.3411
DJI,Djibouti,Lower middle income (LM),Fiscal Year 1998,11.41,42.165
CUB,Cuba,Lower middle income (LM),Fiscal Year 1998,20.571,-76.456
CRI,Costa Rica,Lower middle income (LM),Fiscal Year 1998,10.126,-84.075
CPV,Cabo Verde,Lower middle income (LM),Fiscal Year 1998,15.416,-23.36
COL,Colombia,Lower middle income (LM),Fiscal Year 1998,3.794,-73.606
BWA,Botswana,Lower middle income (LM),Fiscal Year 1998,-22.126,23.662
BOL,Bolivia,Lower middle income (LM),Fiscal Year 1998,-16.71,-65.183
BLZ,Belize,Lower middle income (LM),Fiscal Year 1998,17.108,-88.744
BLR,Belarus,Lower middle income (LM),Fiscal Year 1998,53.3292,27.9492
BGR,Bulgaria,Lower middle income (LM),Fiscal Year 1998,42.625,24.521
ALB,Albania,Lower middle income (LM),Fiscal Year 1998,40.654,20.076
VIR,Virgin Islands (U.S.),High income (H),Fiscal Year 1998,17.7289,-64.7592
USA,United States,High income (H),Fiscal Year 1998,40.0792,-98.8164
TWN,"Taiwan, China",High income (H),Fiscal Year 1998,23.6091,120.8353
SWE,Sweden,High income (H),Fiscal Year 1998,66.2188,19
SGP,Singapore,High income (H),Fiscal Year 1998,1.3389,103.8297
QAT,Qatar,High income (H),Fiscal Year 1998,25.3174,51.1522
PYF,French Polynesia,High income (H),Fiscal Year 1998,-17.529,-149.53
PRT,Portugal,High income (H),Fiscal Year 1998,40.957,-7.9373
NZL,New Zealand,High income (H),Fiscal Year 1998,-42.558,172.377
NOR,Norway,High income (H),Fiscal Year 1998,61.3701,9.3031
NLD,Netherlands,High income (H),Fiscal Year 1998,52.1704,5.0102
NCL,New Caledonia,High income (H),Fiscal Year 1998,-21.02,165.062
MNP,Northern Mariana Islands,High income (H),Fiscal Year 1998,15.1905,145.7471
MCO,Monaco,High income (H),Fiscal Year 1998,43.7384,7.4243
MAC,"Macao SAR, China",High income (H),Fiscal Year 1998,22.1404,113.5643
LUX,Luxembourg,High income (H),Fiscal Year 1998,49.671,6.113
LIE,Liechtenstein,High income (H),Fiscal Year 1998,47.1593,9.547
KWT,Kuwait,High income (H),Fiscal Year 1998,29.3169,47.4272
KOR,"Korea, Rep.",High income (H),Fiscal Year 1998,36.338,128.16
JPN,Japan,High income (H),Fiscal Year 1998,35.962,137.855
ITA,Italy,High income (H),Fiscal Year 1998,44.3713,11.1084
ISR,Israel,High income (H),Fiscal Year 1998,30.992,34.834
ISL,Iceland,High income (H),Fiscal Year 1998,64.826,-18.417
IRL,Ireland,High income (H),Fiscal Year 1998,53.214,-7.588
HKG,"Hong Kong SAR, China",High income (H),Fiscal Year 1998,22.4114,114.0599
GUM,Guam,High income (H),Fiscal Year 1998,13.45,144.7579
GRL,Greenland,High income (H),Fiscal Year 1998,71,-39
GRC,Greece,High income (H),Fiscal Year 1998,39.787,21.617
GBR,United Kingdom,High income (H),Fiscal Year 1998,52.289,-1.259
FRO,Faeroe Islands,High income (H),Fiscal Year 1998,62.1252,-7.0174
FRA,France,High income (H),Fiscal Year 1998,46.656,2.543
FIN,Finland,High income (H),Fiscal Year 1998,62.716,26.192
ESP,Spain,High income (H),Fiscal Year 1998,40.617,-3.388
DNK,Denmark,High income (H),Fiscal Year 1998,56.113,9.096
DEU,Germany,High income (H),Fiscal Year 1998,51.3819,9.9877
CYP,Cyprus,High income (H),Fiscal Year 1998,34.894,32.928
CYM,Cayman Islands,High income (H),Fiscal Year 1998,19.3299,-81.1715
CHI,Channel Islands,High income (H),Fiscal Year 1998,,
CHE,Switzerland,High income (H),Fiscal Year 1998,46.7794,8.0329
CAN,Canada,High income (H),Fiscal Year 1998,59.2067,-111.1937
BRN,Brunei Darussalam,High income (H),Fiscal Year 1998,4.452,114.557
BMU,Bermuda,High income (H),Fiscal Year 1998,32.3019,-64.7737
BHS,"Bahamas, The",High income (H),Fiscal Year 1998,24.7032,-78.0455
BEL,Belgium,High income (H),Fiscal Year 1998,50.6745,4.4588
AUT,Austria,High income (H),Fiscal Year 1998,47.65,14.705
AUS,Australia,High income (H),Fiscal Year 1998,-24.578,133.582
ARE,United Arab Emirates,High income (H),Fiscal Year 1998,23.9299,53.9031
AND,Andorra,High income (H),Fiscal Year 1998,42.5425,1.5893
ABW,Aruba,High income (H),Fiscal Year 1998,12.5176,-69.9818
ZWE,Zimbabwe,Low income (L),Fiscal Year 1998,-19.098,30.047
ZMB,Zambia,Low income (L),Fiscal Year 1998,-15.13,25.268
YEM,"Yemen, Rep.",Low income (L),Fiscal Year 1998,15.569,47.793
VNM,Vietnam,Low income (L),Fiscal Year 1998,21.75,105.373
UGA,Uganda,Low income (L),Fiscal Year 1998,1.9392,32.7415
TZA,Tanzania,Low income (L),Fiscal Year 1998,-5.651,34.146
TJK,Tajikistan,Low income (L),Fiscal Year 1998,38.367,72.597
TGO,Togo,Low income (L),Fiscal Year 1998,7.7,1.106
TCD,Chad,Low income (L),Fiscal Year 1998,15.981,18.781
STP,São Tomé and Principe,Low income (L),Fiscal Year 1998,0.216,6.595
SOM,Somalia,Low income (L),Fiscal Year 1998,2.875,43.446
SLE,Sierra Leone,Low income (L),Fiscal Year 1998,8.677,-11.779
SEN,Senegal,Low income (L),Fiscal Year 1998,15.044,-15.081
SDN,Sudan,Low income (L),Fiscal Year 1998,15.739,29.533
RWA,Rwanda,Low income (L),Fiscal Year 1998,-1.887,29.904
PAK,Pakistan,Low income (L),Fiscal Year 1998,28.1854,66.6429
NPL,Nepal,Low income (L),Fiscal Year 1998,28.2114,83.5608
NIC,Nicaragua,Low income (L),Fiscal Year 1998,12.692,-85.03
NGA,Nigeria,Low income (L),Fiscal Year 1998,9.3417,7.678
NER,Niger,Low income (L),Fiscal Year 1998,16.996,9.915
MWI,Malawi,Low income (L),Fiscal Year 1998,-13.2731,33.7428
MRT,Mauritania,Low income (L),Fiscal Year 1998,19.413,-10.6528
MOZ,Mozambique,Low income (L),Fiscal Year 1998,-13.852,38.042
MNG,Mongolia,Low income (L),Fiscal Year 1998,46.516,102.564
MMR,Myanmar,Low income (L),Fiscal Year 1998,21.841,96.05
MLI,Mali,Low income (L),Fiscal Year 1998,18.211,-2.209
MDG,Madagascar,Low income (L),Fiscal Year 1998,-19.615,46.645
MDA,Moldova,Low income (L),Fiscal Year 1998,47.524,28.444
LSO,Lesotho,Low income (L),Fiscal Year 1998,-29.446,28.371
LKA,Sri Lanka,Low income (L),Fiscal Year 1998,7.3,80.727
LBR,Liberia,Low income (L),Fiscal Year 1998,6.51,-9.33
LAO,Lao PDR,Low income (L),Fiscal Year 1998,19.595,102.538
KHM,Cambodia,Low income (L),Fiscal Year 1998,12.69,104.444
KGZ,Kyrgyz Republic,Low income (L),Fiscal Year 1998,41.741,75.043
KEN,Kenya,Low income (L),Fiscal Year 1998,0.806,38.166
IND,India,Low income (L),Fiscal Year 1998,22.741,78.236
HTI,Haiti,Low income (L),Fiscal Year 1998,19.3175,-72.4205
HND,Honduras,Low income (L),Fiscal Year 1998,14.881,-87.123
GUY,Guyana,Low income (L),Fiscal Year 1998,5.17,-58.939
GNQ,Equatorial Guinea,Low income (L),Fiscal Year 1998,1.6342,10.4695
GNB,Guinea-Bissau,Low income (L),Fiscal Year 1998,12.191,-14.475
GMB,"Gambia, The",Low income (L),Fiscal Year 1998,13.499,-14.641
GIN,Guinea,Low income (L),Fiscal Year 1998,10.599,-10.907
GHA,Ghana,Low income (L),Fiscal Year 1998,7.258,-1.062
ETH,Ethiopia,Low income (L),Fiscal Year 1998,8.435,38.786
ERI,Eritrea,Low income (L),Fiscal Year 1998,15.982,38.02
COM,Comoros,Low income (L),Fiscal Year 1998,-11.6527,43.3307
COG,"Congo, Rep.",Low income (L),Fiscal Year 1998,0.509,16.08
COD,"Congo, Dem. Rep.",Low income (L),Fiscal Year 1998,-1.418,23.607
CMR,Cameroon,Low income (L),Fiscal Year 1998,4.4,12.131
CIV,Côte d'Ivoire,Low income (L),Fiscal Year 1998,7.497,-5.336
CHN,China,Low income (L),Fiscal Year 1998,35.1753,99.3877
CAF,Central African Republic,Low income (L),Fiscal Year 1998,7.043,21.424
BTN,Bhutan,Low income (L),Fiscal Year 1998,27.5342,90.3002
BIH,Bosnia and Herzegovina,Low income (L),Fiscal Year 1998,44.342,17.804
BGD,Bangladesh,Low income (L),Fiscal Year 1998,24.598,90.1963
BFA,Burkina Faso,Low income (L),Fiscal Year 1998,12.673,-1.226
BEN,Benin,Low income (L),Fiscal Year 1998,10.478,2.274
BDI,Burundi,Low income (L),Fiscal Year 1998,-3.333,29.749
AZE,Azerbaijan,Low income (L),Fiscal Year 1998,40.46,47.883
ARM,Armenia,Low income (L),Fiscal Year 1998,40.56,44.449
AGO,Angola,Low income (L),Fiscal Year 1998,-12.836,17.808
AFG,Afghanistan,Low income (L),Fiscal Year 1998,34.023,65.5267
XKX,Kosovo,NA,Fiscal Year 1999,42.546,20.921
VGB,British Virgin Islands,NA,Fiscal Year 1999,18.4204,-64.64
TUV,Tuvalu,NA,Fiscal Year 1999,-7.4786,178.6758
TLS,Timor-Leste,NA,Fiscal Year 1999,-8.856,125.556
TCA,Turks and Caicos Islands,NA,Fiscal Year 1999,21.7779,-71.7592
SXM,Sint Maarten (Dutch part),NA,Fiscal Year 1999,18.034,-63.0544
SSD,South Sudan,NA,Fiscal Year 1999,7.1,30.48
SRB,Serbia,NA,Fiscal Year 1999,44.021,20.699
SMR,San Marino,NA,Fiscal Year 1999,43.942,12.4611
NRU,Nauru,NA,Fiscal Year 1999,-0.5287,166.9315
MNE,Montenegro,NA,Fiscal Year 1999,42.857,19.096
MAF,St. Martin (French part),NA,Fiscal Year 1999,18.0848,-63.0507
GIB,Gibraltar,NA,Fiscal Year 1999,36.134,-5.3482
CUW,Curaçao,NA,Fiscal Year 1999,12.2129,-69.0407
ZAF,South Africa,Upper middle income (UM),Fiscal Year 1999,-31.7,23.441
VEN,"Venezuela, RB",Upper middle income (UM),Fiscal Year 1999,6.983,-64.588
URY,Uruguay,Upper middle income (UM),Fiscal Year 1999,-32.948,-56.249
TUR,Turkey,Upper middle income (UM),Fiscal Year 1999,39.144,34.188
TTO,Trinidad and Tobago,Upper middle income (UM),Fiscal Year 1999,10.4435,-61.2604
SYC,Seychelles,Upper middle income (UM),Fiscal Year 1999,-4.6841,55.4924
SVK,Slovak Republic,Upper middle income (UM),Fiscal Year 1999,48.8595,19.4434
SAU,Saudi Arabia,Upper middle income (UM),Fiscal Year 1999,24.191,44.32
PRI,Puerto Rico,Upper middle income (UM),Fiscal Year 1999,18.242,-66.643
POL,Poland,Upper middle income (UM),Fiscal Year 1999,52.442,19.72
PLW,Palau,Upper middle income (UM),Fiscal Year 1999,7.5288,134.5573
OMN,Oman,Upper middle income (UM),Fiscal Year 1999,19.85,56.25
MYS,Malaysia,Upper middle income (UM),Fiscal Year 1999,4.416,102.099
MUS,Mauritius,Upper middle income (UM),Fiscal Year 1999,-20.2529,57.5902
MLT,Malta,Upper middle income (UM),Fiscal Year 1999,35.9024,14.4137
MEX,Mexico,Upper middle income (UM),Fiscal Year 1999,22.925,-101.68
LCA,St. Lucia,Upper middle income (UM),Fiscal Year 1999,13.909,-60.9776
LBY,Libya,Upper middle income (UM),Fiscal Year 1999,27.24,17.571
LBN,Lebanon,Upper middle income (UM),Fiscal Year 1999,34.161,36.021
KNA,St. Kitts and Nevis,Upper middle income (UM),Fiscal Year 1999,17.147,-62.58
IMN,Isle of Man,Upper middle income (UM),Fiscal Year 1999,54.2362,-4.5149
HUN,Hungary,Upper middle income (UM),Fiscal Year 1999,47.174,19.618
HRV,Croatia,Upper middle income (UM),Fiscal Year 1999,45.754,16.385
GRD,Grenada,Upper middle income (UM),Fiscal Year 1999,12.111,-61.6867
GAB,Gabon,Upper middle income (UM),Fiscal Year 1999,-0.406,11.914
EST,Estonia,Upper middle income (UM),Fiscal Year 1999,58.777,25.977
CZE,Czech Republic,Upper middle income (UM),Fiscal Year 1999,49.848,15.2812
CHL,Chile,Upper middle income (UM),Fiscal Year 1999,-23.176,-69.201
BWA,Botswana,Upper middle income (UM),Fiscal Year 1999,-22.126,23.662
BRB,Barbados,Upper middle income (UM),Fiscal Year 1999,13.1898,-59.559
BRA,Brazil,Upper middle income (UM),Fiscal Year 1999,-11.694,-48.978
BHR,Bahrain,Upper middle income (UM),Fiscal Year 1999,26.025,50.5534
ATG,Antigua and Barbuda,Upper middle income (UM),Fiscal Year 1999,17.625,-61.786
ASM,American Samoa,Upper middle income (UM),Fiscal Year 1999,-14.3018,-170.7511
ARG,Argentina,Upper middle income (UM),Fiscal Year 1999,-33.166,-64.31
WSM,Samoa,Lower middle income (LM),Fiscal Year 1999,-13.6221,-172.439
